Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID01177,Female,22,Engineering,74.3,6.3,2.83,6.2,6,2.83
ID01178,Male,19,Engineering,100.0,4.1,3.31,6.0,6,3.67
ID01179,Female,19,Business,100.0,1.1,2.99,6.6,5,3.21
ID01180,Male,19,Engineering,94.1,7.5,2.85,8.1,5,3.46
ID01181,Female,19,Engineering,100.0,7.7,3.81,7.3,8,4.0
ID01182,Male,24,Business,86.0,3.2,3.86,7.4,7,4.0
ID01183,Female,19,Engineering,96.5,2.5,2.89,8.1,7,3.2
ID01184,Female,21,Mathematics,100.0,6.6,2.25,7.9,7,2.85
ID01185,Male,23,Mathematics,88.7,4.7,2.02,6.7,7,2.22
ID01186,Female,22,Psychology,81.2,3.6,3.22,7.8,7,3.72
ID01187,Female,21,Mathematics,59.4,5.2,3.43,6.7,7,3.32
ID01188,Male,24,Computer Science,83.8,3.2,3.13,7.7,9,3.51
ID01189,Male,21,Computer Science,97.4,7.7,3.06,8.6,6,3.58
ID01190,Female,18,Computer Science,99.2,3.3,2.7,7.8,11,2.9
ID01191,Male,18,Business,92.6,6.6,3.43,5.1,8,3.62
ID01192,Female,18,Mathematics,76.9,4.1,3.94,6.3,14,3.89
ID01193,Male,20,Computer Science,55.3,4.9,1.99,8.0,6,1.9
ID01194,Female,18,Psychology,77.6,10.3,3.06,4.0,5,3.36
ID01195,Male,22,Business,80.4,2.9,2.61,7.5,7,2.85
ID01196,Female,21,Psychology,80.3,6.3,2.35,7.4,6,2.71
ID01197,Female,22,Mathematics,94.3,9.0,2.54,10.0,10,3.16
ID01198,Female,23,Engineering,100.0,6.2,3.29,7.6,5,3.73
ID01199,Female,18,Psychology,86.9,7.9,3.3,6.8,7,3.89
ID01200,Male,24,Engineering,81.7,4.4,3.83,8.7,12,3.91
ID01201,Female,20,Business,81.1,6.0,3.1,6.5,6,3.52
ID01202,Male,23,Psychology,86.9,7.0,2.22,7.1,2,2.53
ID01203,Male,24,Psychology,72.6,4.0,2.98,7.1,6,3.14
ID01204,Male,20,Economics,86.8,13.6,2.41,7.9,4,3.14
ID01205,Male,23,Business,91.8,2.3,2.5,5.6,7,2.53
ID01206,Female,21,Business,88.1,2.1,3.39,8.3,11,3.72
ID01207,Female,22,Computer Science,91.9,9.7,3.2,6.2,5,3.64
ID01208,Male,19,Mathematics,91.5,8.8,3.39,10.0,7,3.76
ID01209,Male,22,Psychology,58.4,2.6,2.92,4.7,6,2.4
ID01210,Female,18,Psychology,94.6,7.9,3.5,5.9,4,4.0
ID01211,Male,24,Business,74.9,5.3,2.89,4.0,9,2.99
ID01212,Male,19,Business,68.6,4.1,3.66,10.0,8,3.8
ID01213,Male,20,Mathematics,68.4,2.5,3.27,5.2,11,3.22
ID01214,Female,21,Business,91.5,3.8,3.0,8.1,6,3.13
ID01215,Female,21,Engineering,81.7,2.2,3.21,8.1,13,3.24
ID01216,Male,20,Engineering,59.8,3.4,3.09,5.6,10,2.81
ID01217,Male,18,Economics,92.2,2.2,3.9,8.2,7,4.0
ID01218,Female,20,Engineering,63.4,1.6,3.22,5.4,7,3.21
ID01219,Female,23,Engineering,87.1,8.0,3.1,5.8,5,3.66
ID01220,Male,24,Mathematics,88.6,3.6,2.98,4.7,6,3.33
ID01221,Female,24,Psychology,98.3,5.0,3.52,8.0,6,3.98
ID01222,Male,18,Engineering,100.0,2.8,3.45,4.1,12,3.73
ID01223,Male,19,Economics,64.5,3.5,2.96,7.6,11,2.83
ID01224,Female,20,Business,84.2,2.1,2.52,6.8,8,2.71
ID01225,Male,18,Engineering,80.9,9.7,2.65,9.6,10,3.17
ID01226,Female,24,Economics,91.5,0.8,3.01,7.0,10,3.27
ID01227,Male,19,Mathematics,88.2,6.7,3.77,8.3,5,4.0
ID01228,Male,20,Business,79.7,2.8,2.97,7.8,10,2.91
ID01229,Female,21,Economics,78.4,2.1,2.8,6.8,5,2.78
ID01230,Male,20,Engineering,68.3,1.5,2.22,8.7,9,2.0
ID01231,Female,22,Psychology,99.8,4.4,3.86,7.6,7,4.0
ID01232,Male,20,Business,91.9,6.2,3.38,8.3,8,3.93
ID01233,Male,22,Business,98.8,5.9,3.5,5.6,8,4.0
ID01234,Male,19,Psychology,80.3,3.1,3.58,7.8,7,3.7
ID01235,Female,20,Business,75.1,3.5,3.02,8.2,15,2.96
ID01236,Male,19,Engineering,68.8,2.1,3.14,5.4,12,3.08
ID01237,Female,19,Business,90.4,2.3,3.84,6.9,11,4.0
ID01238,Male,24,Engineering,69.4,8.0,3.19,4.4,9,3.28
ID01239,Female,18,Psychology,100.0,1.1,3.39,4.6,5,3.62
ID01240,Male,19,Computer Science,65.4,1.0,3.54,6.9,10,3.49
ID01241,Female,19,Psychology,89.1,2.6,3.42,9.7,7,3.5
ID01242,Female,24,Engineering,100.0,9.6,3.04,9.8,2,3.61
ID01243,Female,24,Mathematics,94.0,4.1,3.08,6.5,11,3.34
ID01244,Female,20,Psychology,87.6,13.7,3.49,5.6,8,4.0
ID01245,Female,24,Mathematics,70.5,3.3,3.49,8.4,4,3.51
ID01246,Female,20,Mathematics,64.3,6.0,3.68,4.0,11,3.65
ID01247,Male,21,Engineering,96.6,7.4,3.38,6.4,10,3.81
ID01248,Male,24,Engineering,100.0,12.3,3.4,5.9,7,4.0
ID01249,Female,18,Computer Science,78.4,2.7,2.88,6.9,11,2.87
ID01250,Female,19,Economics,67.9,4.0,2.81,9.1,4,2.62
ID01251,Female,18,Business,48.1,3.6,3.49,4.0,7,3.14
ID01252,Male,22,Psychology,70.3,6.3,2.81,7.5,12,3.04
ID01253,Male,24,Engineering,83.3,9.1,3.09,7.5,5,3.69
ID01254,Male,19,Psychology,100.0,9.0,3.79,6.9,8,4.0
ID01255,Female,18,Economics,95.1,2.7,3.71,7.4,10,3.94
ID01256,Male,24,Economics,89.6,2.3,3.25,7.8,8,3.67
ID01257,Male,24,Mathematics,79.0,5.9,2.95,7.2,4,2.99
ID01258,Male,21,Business,76.3,1.9,3.04,4.0,3,2.8
ID01259,Male,21,Computer Science,100.0,6.4,3.53,5.7,8,4.0
ID01260,Female,19,Psychology,88.0,4.0,3.08,9.4,13,3.15
ID01261,Male,22,Business,53.5,8.2,2.82,5.2,10,2.87
ID01262,Female,21,Computer Science,74.9,7.5,3.71,7.1,12,3.99
ID01263,Male,21,Psychology,72.1,4.4,3.19,5.9,2,3.28
ID01264,Male,22,Business,76.8,1.8,2.81,7.9,8,2.78
ID01265,Male,18,Engineering,93.4,1.9,3.34,6.7,6,3.7
ID01266,Male,21,Psychology,83.4,4.2,3.59,8.0,6,3.92
ID01267,Male,20,Business,83.8,5.3,2.6,7.6,6,3.05
ID01268,Male,23,Economics,100.0,3.3,3.0,6.4,9,3.38
ID01269,Female,23,Computer Science,74.6,2.2,2.98,4.0,6,3.0
ID01270,Male,21,Business,100.0,3.4,3.33,5.7,5,3.36
ID01271,Female,18,Engineering,74.9,8.3,3.42,5.2,7,3.43
ID01272,Female,24,Psychology,86.3,3.4,2.82,5.2,8,3.12
ID01273,Female,18,Psychology,80.8,2.7,2.35,7.8,10,2.57
ID01274,Male,19,Psychology,86.9,1.8,3.62,10.0,5,3.83
ID01275,Male,20,Engineering,91.7,3.9,2.54,4.0,6,2.68
ID01276,Male,18,Computer Science,91.5,7.5,3.24,4.7,9,3.72
ID01277,Male,22,Psychology,73.7,7.8,3.03,7.3,9,3.26
ID01278,Female,20,Computer Science,68.2,2.4,3.18,6.6,5,3.0
ID01279,Male,23,Business,100.0,4.4,3.93,7.7,8,4.0
ID01280,Male,20,Economics,77.7,2.5,4.0,6.9,12,4.0
ID01281,Female,22,Economics,95.5,3.2,2.28,9.0,5,2.6
ID01282,Female,21,Computer Science,60.9,3.8,3.59,7.9,8,3.71
ID01283,Female,22,Computer Science,80.8,2.9,3.02,8.3,11,3.02
ID01284,Male,22,Economics,83.1,0.3,3.62,8.5,7,3.69
ID01285,Male,21,Psychology,92.1,9.7,3.58,5.2,7,4.0
ID01286,Male,21,Mathematics,44.2,2.7,3.8,7.9,6,3.37
ID01287,Male,21,Mathematics,87.5,2.6,3.24,8.0,11,3.57
ID01288,Male,21,Engineering,67.8,2.4,2.66,6.5,9,2.8
ID01289,Male,21,Economics,89.9,1.4,3.56,6.5,6,3.88
ID01290,Male,22,Economics,69.5,9.9,3.16,6.5,10,3.52
ID01291,Male,19,Engineering,72.2,4.0,2.98,5.7,7,2.85
ID01292,Male,19,Mathematics,80.9,5.4,2.86,4.9,8,3.23
ID01293,Female,18,Business,69.2,5.0,3.6,10.0,9,3.69
ID01294,Female,19,Psychology,77.9,2.9,3.9,8.6,10,3.85
ID01295,Female,23,Psychology,67.1,4.0,2.5,7.0,8,2.65
ID01296,Male,19,Business,57.5,6.1,3.41,4.8,10,3.08
ID01297,Male,22,Business,100.0,1.5,2.91,7.8,11,3.14
ID01298,Male,21,Mathematics,65.6,3.2,2.37,6.5,8,2.4
ID01299,Female,21,Engineering,82.3,3.5,3.17,6.8,7,3.33
ID01300,Female,24,Business,96.3,2.8,2.68,10.0,9,2.74
ID01301,Male,24,Engineering,75.8,2.8,2.31,9.8,7,2.12
ID01302,Female,24,Computer Science,72.6,4.5,2.71,4.0,8,2.5
ID01303,Male,22,Psychology,88.4,8.5,2.59,7.5,7,3.06
ID01304,Male,23,Mathematics,100.0,5.2,2.78,7.2,10,3.2
ID01305,Female,19,Psychology,67.5,2.3,2.44,7.5,7,2.42
ID01306,Female,22,Mathematics,82.7,14.0,2.9,6.2,9,3.65
ID01307,Female,18,Computer Science,59.0,8.6,2.74,7.0,7,2.9
ID01308,Female,21,Psychology,79.1,3.0,3.29,5.4,6,3.18
ID01309,Male,24,Computer Science,85.5,8.6,3.4,8.6,3,3.93
ID01310,Female,20,Mathematics,72.2,4.5,3.23,8.5,8,3.02
ID01311,Male,18,Business,78.1,1.8,2.98,9.5,7,2.78
ID01312,Female,24,Psychology,63.9,8.0,2.97,5.8,12,3.14
ID01313,Male,23,Computer Science,86.2,2.3,2.68,7.4,9,2.87
ID01314,Female,18,Economics,100.0,5.4,2.69,10.0,7,2.88
ID01315,Male,22,Psychology,68.5,4.4,3.45,6.0,13,3.4
ID01316,Female,19,Psychology,75.7,5.6,2.22,5.5,6,2.24
ID01317,Male,21,Psychology,92.5,10.3,3.06,7.5,7,3.55
ID01318,Female,23,Engineering,100.0,3.9,2.94,8.7,6,3.08
ID01319,Male,23,Computer Science,62.6,1.8,3.4,6.0,3,3.43
ID01320,Male,20,Computer Science,82.5,2.6,2.39,9.9,9,2.46
ID01321,Male,18,Psychology,89.2,1.7,3.11,5.6,7,3.09
ID01322,Male,20,Business,83.5,1.3,3.27,8.0,7,3.32
ID01323,Female,19,Psychology,47.8,7.5,2.15,6.0,7,2.27
ID01324,Male,24,Engineering,92.5,4.3,2.56,6.3,9,2.76
ID01325,Female,19,Mathematics,100.0,3.7,3.05,8.2,4,3.26
ID01326,Male,24,Engineering,86.7,3.0,3.36,6.7,12,3.66
ID01327,Male,20,Business,69.5,6.5,3.19,4.7,11,3.45
ID01328,Female,21,Psychology,77.3,9.2,3.38,5.8,9,3.75
ID01329,Female,19,Computer Science,100.0,2.3,2.56,8.1,6,2.62
ID01330,Male,20,Economics,98.6,5.2,2.31,7.6,3,2.55
ID01331,Female,18,Psychology,94.6,7.2,3.14,8.1,10,3.53
ID01332,Female,20,Business,90.3,4.6,2.49,6.1,9,2.71
ID01333,Male,20,Computer Science,75.1,6.2,2.67,5.4,3,2.88
ID01334,Female,22,Engineering,82.0,1.8,3.57,5.8,4,3.79
ID01335,Female,19,Mathematics,83.8,9.3,3.19,5.9,4,3.88
ID01336,Female,21,Mathematics,93.2,6.5,2.82,6.9,11,3.32
ID01337,Male,21,Psychology,100.0,5.6,2.75,5.2,9,3.03
ID01338,Female,22,Engineering,100.0,6.9,3.41,8.6,4,3.81
ID01339,Male,24,Economics,63.7,3.3,3.21,7.8,14,3.09
ID01340,Male,23,Economics,88.4,2.0,2.49,5.7,7,2.63
ID01341,Male,24,Business,96.1,1.7,2.13,6.7,11,2.56
ID01342,Male,21,Mathematics,94.3,1.5,4.0,5.7,7,4.0
ID01343,Female,20,Engineering,75.6,5.2,2.49,6.8,7,2.42
ID01344,Female,22,Psychology,100.0,3.1,3.36,5.7,15,3.66
ID01345,Female,18,Computer Science,65.8,9.0,3.86,10.0,7,3.9
ID01346,Male,19,Psychology,68.8,8.0,3.17,4.6,7,3.28
ID01347,Male,19,Psychology,88.5,6.5,2.8,5.1,10,3.29
ID01348,Male,19,Engineering,100.0,5.7,2.39,6.6,8,2.68
ID01349,Female,20,Mathematics,72.5,2.6,2.38,7.1,6,2.28
ID01350,Male,18,Engineering,81.0,2.9,3.29,7.2,5,3.46
ID01351,Female,22,Computer Science,100.0,2.5,3.83,8.4,10,4.0
ID01352,Female,22,Engineering,84.7,2.0,2.9,7.7,9,3.01
ID01353,Male,19,Business,80.0,3.7,2.82,5.6,8,3.07
ID01354,Female,18,Psychology,93.5,7.1,3.45,8.6,12,3.77
ID01355,Male,18,Mathematics,89.1,3.6,2.76,7.9,10,3.09
ID01356,Female,18,Economics,100.0,2.5,3.24,9.1,7,3.28
ID01357,Female,21,Computer Science,100.0,3.6,3.12,7.1,8,3.55
ID01358,Male,21,Economics,89.6,4.4,2.9,8.6,6,3.23
ID01359,Male,19,Psychology,89.4,2.9,3.09,4.0,7,3.1
ID01360,Female,18,Engineering,88.2,3.8,3.98,6.3,7,4.0
ID01361,Female,23,Economics,92.3,14.0,3.4,5.6,6,4.0
ID01362,Male,18,Business,85.8,1.5,3.65,8.1,4,3.69
ID01363,Female,22,Engineering,85.0,0.8,2.64,5.9,3,2.65
ID01364,Female,22,Psychology,100.0,4.2,3.65,8.5,5,3.91
ID01365,Female,19,Economics,100.0,5.1,3.42,8.2,7,3.77
ID01366,Male,23,Computer Science,62.4,3.6,2.35,6.1,15,2.3
ID01367,Female,18,Economics,85.2,2.1,3.37,7.4,9,3.74
ID01368,Female,24,Economics,74.7,8.9,2.84,6.7,8,2.97
ID01369,Male,23,Mathematics,80.3,4.1,2.33,7.2,6,2.64
ID01370,Male,19,Economics,91.0,4.4,3.16,8.1,10,3.45
ID01371,Female,22,Psychology,95.0,6.4,3.37,6.5,10,3.96
ID01372,Male,24,Computer Science,83.3,3.6,3.18,4.5,8,3.56
ID01373,Female,22,Psychology,56.3,3.4,3.05,7.9,6,2.67
ID01374,Male,21,Business,70.5,8.9,2.93,8.6,5,3.02
ID01375,Male,19,Engineering,98.4,1.2,4.0,4.5,12,4.0
ID01376,Female,19,Economics,43.9,4.9,2.51,6.9,6,2.28
ID01377,Male,18,Mathematics,100.0,4.6,3.54,5.6,9,3.96
ID01378,Male,18,Computer Science,92.8,3.1,3.11,8.7,4,3.12
ID01379,Male,21,Mathematics,100.0,3.6,2.67,8.8,10,2.97
ID01380,Female,24,Mathematics,82.0,8.5,3.08,5.8,6,3.44
ID01381,Male,20,Mathematics,54.1,2.3,2.4,5.0,7,2.12
ID01382,Male,23,Economics,91.5,6.2,2.8,7.4,9,3.19
ID01383,Female,20,Computer Science,100.0,4.0,3.08,5.3,1,3.35
ID01384,Male,20,Computer Science,98.9,5.8,2.32,8.3,4,2.59
ID01385,Female,19,Mathematics,75.1,5.1,3.35,6.8,10,3.43
ID01386,Male,23,Engineering,86.3,0.8,2.62,9.4,9,2.72
ID01387,Female,19,Economics,77.0,2.3,2.37,9.5,14,2.33
ID01388,Male,23,Economics,72.7,2.5,2.56,9.3,7,2.28
ID01389,Female,22,Psychology,99.3,2.1,4.0,7.6,15,4.0
ID01390,Male,19,Economics,67.0,2.8,2.11,5.6,4,2.06
ID01391,Male,19,Mathematics,71.6,4.4,3.32,4.8,10,3.33
ID01392,Male,19,Business,68.4,6.8,2.72,7.9,11,3.02
ID01393,Male,24,Mathematics,62.6,1.7,2.92,8.0,12,3.01
ID01394,Male,21,Computer Science,87.2,4.1,3.4,7.4,16,3.29
ID01395,Male,19,Economics,100.0,4.8,3.38,5.0,6,3.76
ID01396,Female,18,Economics,82.2,7.5,2.76,5.8,9,3.1
ID01397,Male,18,Psychology,62.4,9.5,2.42,7.1,8,2.74
ID01398,Male,23,Business,97.6,3.5,3.41,6.1,15,3.79
ID01399,Female,22,Economics,100.0,2.1,3.38,5.8,6,3.4
ID01400,Female,21,Psychology,75.3,4.9,2.96,5.6,10,2.89
ID01401,Male,24,Psychology,77.8,2.2,3.32,6.8,5,3.47
ID01402,Male,23,Business,92.7,4.7,2.88,6.7,8,3.12
ID01403,Male,18,Mathematics,100.0,2.5,2.69,5.8,8,2.7
ID01404,Female,21,Mathematics,77.2,5.4,3.1,7.0,12,3.35
ID01405,Female,21,Mathematics,65.0,2.6,3.36,7.4,15,3.31
ID01406,Male,22,Engineering,94.5,9.0,3.25,7.5,5,3.92
ID01407,Female,21,Mathematics,97.0,4.0,3.35,5.6,6,3.52
ID01408,Female,19,Business,85.1,1.3,2.72,6.5,8,2.81
ID01409,Female,21,Engineering,76.6,6.9,3.89,7.0,6,3.97
ID01410,Female,22,Mathematics,99.9,3.6,2.93,7.2,6,3.14
ID01411,Male,23,Engineering,92.9,5.6,3.04,5.0,6,3.27
ID01412,Male,22,Business,73.5,6.9,2.44,6.5,15,2.52
ID01413,Male,24,Mathematics,85.7,4.2,3.0,7.9,5,3.49
ID01414,Male,22,Computer Science,64.7,1.6,3.37,6.1,1,3.31
ID01415,Male,18,Economics,95.3,4.4,3.48,7.5,10,3.77
ID01416,Female,19,Business,81.1,8.3,3.88,7.0,7,4.0
ID01417,Male,18,Psychology,78.5,3.8,3.36,6.3,7,3.58
ID01418,Male,23,Psychology,84.5,5.1,3.24,8.9,8,3.42
ID01419,Male,20,Business,85.6,2.3,2.88,6.5,9,3.3
ID01420,Female,23,Psychology,98.4,1.4,2.77,6.7,7,3.08
ID01421,Male,19,Business,93.9,3.6,3.59,6.3,12,3.97
ID01422,Male,21,Computer Science,82.7,4.1,3.58,9.2,11,3.88
ID01423,Male,22,Business,96.5,7.4,2.56,9.1,8,2.95
ID01424,Male,20,Mathematics,91.0,4.2,3.46,8.7,7,3.7
ID01425,Female,19,Mathematics,78.6,7.1,3.43,8.3,7,3.65
ID01426,Female,18,Engineering,83.1,3.0,2.54,5.7,8,2.86
ID01427,Male,22,Psychology,82.8,1.5,3.37,6.3,9,3.62
ID01428,Female,23,Economics,92.6,5.3,2.58,5.8,12,3.0
ID01429,Female,18,Psychology,79.5,8.8,1.89,8.5,5,2.2
ID01430,Female,19,Business,79.1,2.8,3.02,10.0,7,2.84
ID01431,Male,19,Economics,100.0,5.7,3.23,8.0,6,3.71
ID01432,Male,23,Economics,99.1,5.9,3.04,9.5,6,3.36
ID01433,Male,20,Psychology,73.6,1.4,4.0,7.7,2,3.76
ID01434,Female,23,Economics,93.6,3.5,3.29,7.5,6,3.67
ID01435,Male,21,Economics,86.8,6.0,3.17,6.1,7,3.65
ID01436,Male,18,Mathematics,90.9,4.9,3.31,7.9,4,3.55
ID01437,Male,20,Computer Science,87.1,6.0,2.88,8.4,2,3.06
ID01438,Female,22,Business,100.0,5.5,3.56,8.6,4,3.78
ID01439,Male,24,Psychology,90.2,3.8,3.28,7.2,5,3.75
ID01440,Female,21,Mathematics,84.1,4.1,3.26,7.3,2,3.44
ID01441,Female,20,Engineering,100.0,7.3,2.79,6.9,9,3.29
ID01442,Male,24,Economics,88.5,4.4,2.32,6.2,10,2.56
ID01443,Female,24,Economics,86.8,2.5,2.85,8.3,6,2.93
ID01444,Male,18,Psychology,89.7,3.6,3.24,4.2,9,3.58
ID01445,Female,19,Computer Science,83.6,5.1,2.88,4.5,10,3.33
ID01446,Male,22,Computer Science,85.1,7.0,3.25,6.2,7,3.78
ID01447,Female,23,Psychology,76.2,1.4,2.98,5.1,7,2.95
ID01448,Female,18,Psychology,73.7,3.4,3.32,8.6,8,3.38
ID01449,Female,21,Mathematics,70.0,6.7,2.61,6.3,5,2.68
ID01450,Female,24,Psychology,64.1,2.3,3.2,8.3,6,3.12
ID01451,Male,21,Engineering,71.8,2.3,2.78,9.0,5,2.76
ID01452,Female,24,Mathematics,82.4,4.0,2.33,7.1,7,2.7
ID01453,Female,19,Economics,86.5,1.3,3.02,7.5,10,3.36
ID01454,Female,19,Economics,80.9,10.2,3.87,8.8,6,4.0
ID01455,Male,22,Economics,49.7,5.1,2.37,8.5,7,1.99
ID01456,Female,23,Economics,100.0,5.7,3.16,4.0,8,3.57
ID01457,Female,22,Business,100.0,7.6,3.5,6.4,7,4.0
ID01458,Female,19,Engineering,91.7,13.4,4.0,7.8,5,4.0
ID01459,Male,19,Mathematics,100.0,3.8,2.85,7.3,8,3.03
ID01460,Female,21,Mathematics,70.3,1.4,2.78,5.5,8,2.45
ID01461,Male,19,Economics,100.0,4.8,2.52,4.4,9,2.94
ID01462,Female,20,Computer Science,70.5,2.4,3.67,7.9,6,3.61
ID01463,Male,24,Mathematics,88.6,1.8,2.67,5.7,2,2.7
ID01464,Female,18,Engineering,65.9,2.9,2.91,6.8,8,2.74
ID01465,Female,19,Psychology,85.2,3.8,2.18,7.2,3,2.43
ID01466,Male,22,Engineering,90.8,7.7,3.54,6.8,8,3.99
ID01467,Female,23,Economics,82.7,10.3,3.68,5.6,7,4.0
ID01468,Male,24,Economics,95.7,2.0,3.52,6.9,7,3.9
ID01469,Female,24,Business,86.5,3.1,2.3,6.2,12,2.44
ID01470,Female,23,Mathematics,77.2,5.6,3.4,9.5,5,3.53
ID01471,Female,23,Mathematics,76.5,6.0,2.26,7.3,5,2.44
ID01472,Female,24,Mathematics,97.2,2.2,3.13,10.0,6,3.18
ID01473,Female,20,Economics,75.2,6.7,3.2,5.0,17,3.08
ID01474,Male,22,Mathematics,98.7,2.5,3.26,6.5,9,3.35
ID01475,Male,20,Computer Science,100.0,2.1,3.37,6.5,6,3.72
ID01476,Female,19,Computer Science,60.0,5.5,3.1,5.8,8,3.28
ID01477,Female,18,Psychology,100.0,7.8,2.12,6.5,11,2.81
ID01478,Female,23,Mathematics,100.0,4.8,3.37,6.3,4,3.87
ID01479,Female,22,Business,88.8,4.3,3.15,5.5,7,3.59
ID01480,Male,23,Psychology,94.0,3.8,2.65,9.7,10,2.97
ID01481,Female,20,Economics,100.0,4.2,2.32,6.9,12,2.75
ID01482,Male,21,Mathematics,80.9,3.5,3.87,8.4,7,3.91
ID01483,Male,19,Computer Science,87.7,5.5,3.72,8.5,6,3.91
ID01484,Male,18,Business,65.3,4.2,3.45,9.1,10,3.52
ID01485,Male,19,Psychology,87.1,12.9,2.76,5.5,4,3.65
ID01486,Male,21,Business,92.5,4.9,1.84,8.9,7,2.22
ID01487,Male,18,Mathematics,92.7,3.5,3.48,6.9,10,3.84
ID01488,Female,21,Engineering,100.0,2.0,3.28,10.0,5,3.3
ID01489,Male,19,Business,73.4,2.2,2.91,7.8,10,3.05
ID01490,Male,20,Business,77.0,5.0,3.66,5.3,4,3.72
ID01491,Male,24,Economics,100.0,2.8,3.52,8.9,7,3.71
ID01492,Male,19,Computer Science,82.7,4.5,3.19,8.7,10,3.61
ID01493,Male,19,Mathematics,88.0,8.0,3.12,5.1,12,3.75
ID01494,Male,19,Business,84.0,1.8,3.13,8.1,13,3.22
ID01495,Female,22,Mathematics,72.7,3.6,3.44,9.4,6,3.38
ID01496,Female,21,Computer Science,100.0,0.6,2.67,7.7,8,2.7
ID01497,Female,21,Economics,77.1,1.4,3.31,5.5,8,3.31
ID01498,Male,23,Mathematics,68.1,4.6,2.64,8.5,11,2.47
ID01499,Male,21,Computer Science,78.2,1.5,3.77,8.0,9,3.87
ID01500,Female,23,Computer Science,55.0,1.7,3.37,6.7,13,2.88
ID01501,Male,22,Psychology,75.2,9.7,2.76,6.3,9,3.26
ID01502,Male,20,Economics,70.5,2.7,3.14,8.0,6,3.11
ID01503,Male,23,Economics,94.3,2.1,2.67,5.6,11,2.86
ID01504,Male,19,Mathematics,74.9,8.0,3.85,7.3,10,3.91
ID01505,Male,20,Engineering,98.3,2.1,3.91,8.8,3,4.0
ID01506,Male,24,Psychology,100.0,4.9,3.45,9.3,12,3.74
ID01507,Female,22,Economics,96.7,5.0,3.88,6.2,9,4.0
ID01508,Male,21,Computer Science,81.8,6.5,3.18,4.6,9,3.62
ID01509,Female,23,Economics,87.1,1.9,3.48,5.9,4,3.76
ID01510,Female,19,Engineering,62.1,2.3,3.71,8.2,11,3.38
ID01511,Female,18,Business,83.0,2.7,3.1,5.9,9,3.28
ID01512,Female,24,Business,72.1,2.4,3.14,8.6,10,2.82
ID01513,Female,18,Economics,95.4,6.3,3.57,5.9,8,4.0
ID01514,Male,20,Economics,100.0,5.0,3.42,6.2,11,3.68
ID01515,Male,21,Psychology,92.5,5.4,2.72,6.7,6,2.96
ID01516,Male,18,Economics,55.1,1.3,2.01,8.4,8,1.67
ID01517,Female,20,Engineering,79.6,4.5,3.01,4.6,6,2.96
ID01518,Female,22,Economics,86.8,8.7,2.05,7.4,9,2.47
ID01519,Male,20,Mathematics,86.3,12.0,2.6,7.4,7,3.41
ID01520,Female,24,Engineering,74.0,3.0,2.66,5.5,6,2.64
ID01521,Male,20,Psychology,88.7,6.6,2.82,7.5,5,3.33
ID01522,Female,24,Mathematics,66.4,2.4,3.51,6.7,6,3.41
ID01523,Male,20,Mathematics,70.8,1.4,3.62,5.3,4,3.41
ID01524,Male,19,Business,94.7,1.5,3.35,6.9,7,3.76
ID01525,Male,20,Engineering,69.8,8.1,3.42,5.4,11,3.59
ID01526,Male,23,Mathematics,93.1,3.1,3.43,6.0,6,3.69
ID01527,Male,20,Psychology,64.5,2.7,1.85,8.3,6,1.82
ID01528,Male,19,Business,100.0,6.1,3.11,6.5,12,3.4
ID01529,Female,19,Mathematics,73.4,1.7,2.2,8.3,3,1.95
ID01530,Male,22,Engineering,81.6,5.3,3.35,6.8,8,3.66
ID01531,Male,24,Business,90.0,3.5,2.05,5.6,8,2.35
ID01532,Female,21,Engineering,76.5,11.3,3.01,7.7,7,3.47
ID01533,Female,18,Engineering,87.2,3.1,3.37,7.8,7,3.78
ID01534,Male,18,Engineering,93.6,3.7,2.54,5.2,7,2.75
ID01535,Male,20,Business,99.4,1.4,3.58,8.7,13,3.57
ID01536,Male,22,Mathematics,96.9,12.3,3.35,9.3,11,3.89
ID01537,Male,20,Economics,82.4,3.2,3.29,7.9,11,3.76
ID01538,Female,18,Computer Science,82.8,9.9,3.45,7.1,4,3.92
ID01539,Male,24,Mathematics,100.0,1.1,2.92,10.0,7,3.06
ID01540,Male,24,Business,99.2,4.7,3.18,7.8,9,3.46
ID01541,Female,24,Computer Science,71.2,11.6,3.11,7.3,10,3.43
ID01542,Male,19,Computer Science,86.5,2.7,3.09,9.5,5,3.11
ID01543,Female,21,Computer Science,80.0,4.5,2.76,9.4,10,3.23
ID01544,Male,22,Economics,83.0,8.2,2.48,4.8,10,2.76
ID01545,Female,19,Psychology,66.6,3.2,2.93,6.2,11,2.8
ID01546,Male,21,Business,78.8,1.4,2.9,7.9,10,2.77
ID01547,Female,22,Economics,100.0,2.9,2.73,8.8,3,2.91
ID01548,Female,22,Economics,93.7,4.8,3.53,5.3,4,4.0
ID01549,Male,18,Psychology,47.6,4.7,2.51,8.4,1,2.09
ID01550,Female,19,Computer Science,100.0,5.9,3.01,6.4,8,3.54
ID01551,Female,22,Psychology,100.0,2.3,3.68,8.1,17,3.61
ID01552,Female,23,Psychology,79.6,11.1,3.55,6.1,5,3.96
ID01553,Female,24,Economics,95.8,2.3,3.71,4.0,7,3.78
ID01554,Female,22,Business,72.1,4.2,2.8,4.3,6,2.62
